title	json_data	author	summary	ingredients	instructions
Chocolate Zucchini Cake	{"name": "Chocolate Zucchini Cake"}	Angie Brunkhorst	<p>COCONUT CAKE</p><p>Jazimen Brunkhorst</p>	[{'amount': '½', 'unit': 'cup', 'name': 'margarine (softened)', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'vegetable oil', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': '¾ (cup) sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': '', 'name': 'eggs', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tsp', 'name': 'vanilla', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'milk (soured)', 'notes': '', 'type': 'ingredient'}, {'amount': '2½', 'unit': 'cup', 'name': 'unsifted flour', 'notes': '', 'type': 'ingredient'}, {'amount': '4', 'unit': 'tbsp', 'name': 'cocoa', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'tsp', 'name': 'baking powder', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tsp', 'name': 'baking soda', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'tsp', 'name': 'cinnamon', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'cups', 'name': 'zucchini', 'notes': 'shredded', 'type': 'ingredient'}, {'amount': '¼', 'unit': 'cup', 'name': 'chocolate chips (or more)', 'notes': '', 'type': 'ingredient'}, {'name': 'Cake', 'type': 'group'}, {'amount': '1', 'unit': '', 'name': 'white cake mix', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'carton Cool Whip', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'coconut', 'notes': '', 'type': 'ingredient'}, {'name': 'Sauce', 'type': 'group'}, {'amount': '1', 'unit': '', 'name': '½ (cup) milk', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'coconut', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Cream margarine, oil and sugar. Add eggs, vanilla and sour milk. Beat well with a mixer.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Mix together all dry ingredients and add to the creamed mixture. Beat well with a mixer. Stir in zucchini.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Pour batter into a greased and floured 9x13-inch pan and sprinkle top with chocolate chips.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Bake in a 325° oven for 40-45 minutes or until an inserted pick comes out clean and dry.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Bake white cake mix as directed.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>For the sauce, combine milk, sugar, and 1 (cup) coconut. Boil and simmer for 1 minute.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>While warm, poke holes all over top of the cake and pour sauce over. Let cool.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Fold ½ (cup) coconut in Cool Whip and spread on the cake. Top with ½ (cup) coconut sprinkled on top.</p>', 'type': 'instruction', 'image_url': ''}]
Pockets Of Lemon Cake	{"name": "Pockets Of Lemon Cake"}	Stefanie Brunkhorst		[{'amount': '1', 'unit': '', 'name': 'white cake', 'notes': '', 'type': 'ingredient'}, {'amount': '1¼', 'unit': 'cup', 'name': 'water', 'notes': '', 'type': 'ingredient'}, {'amount': '⅓', 'unit': 'cup', 'name': 'oil', 'notes': '', 'type': 'ingredient'}, {'amount': '4', 'unit': '', 'name': 'egg whites', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'can lemon pie filling', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'can creamy Supreme Lemon Cream Frosting', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '8 oz', 'name': 'carton Cool Whip', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Combine the first 4 ingredients.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Make pockets in the batter and fill with a teaspoon of lemon pie filling.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Bake cake at 350° for 30-40 minutes. COOL.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Combine frosting and Cool Whip. Frost when the cake is very cool. Refrigerate.</p>', 'type': 'instruction', 'image_url': ''}]
Mouse In The House Cupcakes	{"name": "Mouse In The House Cupcakes"}	Karalynn Brunkhorst		[{'name': 'Decorations', 'type': 'group'}, {'amount': '1', 'unit': '', 'name': "pkg. Devil's food cake mix or homemade cake recipe", 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Buttercream frosting', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Nilla Wafers for ears', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': "M&M's for eyes", 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Chocolate chips or mini kisses for nose', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Licorice strips for whiskers', 'notes': '', 'type': 'ingredient'}, {'name': 'Secret Ingredient Chocolate Cake', 'type': 'group'}, {'amount': '2', 'unit': 'cups', 'name': 'flour', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tsp', 'name': 'salt', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tsp', 'name': 'baking powder', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'tsp', 'name': 'baking soda', 'notes': '', 'type': 'ingredient'}, {'amount': '¾', 'unit': 'cup', 'name': 'baking cocoa', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'cups', 'name': 'sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'canola or vegetable oil', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'coffee (hot)', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'milk', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': '', 'name': 'eggs', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Vanilla', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Mix dry ingredients together. Add rest. Beat by hand or with a mixer until lumps are gone.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Fill cupcake liners half-full. Bake at 350° for 10 minutes or until</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>the toothpick inserted comes out clean.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Frost and decorate. Or, put in two 8-inch round cake pans for layer cake.</p>', 'type': 'instruction', 'image_url': ''}]
Rhubarb Cream Cake	{"name": "Rhubarb Cream Cake"}	Monica Piersall		[{'amount': '1', 'unit': '', 'name': 'pkg. yellow or white cake mix', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '4', 'unit': 'cups', 'name': 'rhubarb (cut up)', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'cups', 'name': 'Half-and-Half', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Prepare cake mix according to package directions; pour into a greased and floured 9x3-inch pan. I usually spray with Pam.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Arrange rhubarb evenly over batter. Sprinkle with sugar on top. Pour Half-and-Half evenly over the entire cake mixture.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Bake at 350° for 45-50 minutes or until done. Serve warm with or without whipped topping. Leftovers should be stored in the refrigerator. (As the cake bakes, a delicious custard forms on the bottom.)</p>', 'type': 'instruction', 'image_url': ''}]
Weight Watchers Cake	{"name": "Weight Watchers Cake"}	Kris Brunkhorst		[{'amount': '1', 'unit': '', 'name': 'box cake mix (chocolate', 'notes': 'yellow or         strawberry)', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'can coordinating diet pop*', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'If using chocolate cake mix', 'notes': 'use diet cola. If using yellow or white cake mix, use diet 7-Up. For strawberry cake mix, use diet strawberry pop.', 'type': 'ingredient'}]	[{'text': '<p>Put dry cake mix in a bowl. Do not add ingredients called for on the box. Pour in 1 regular size can diet pop. Stir out lumps.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Put in a greased cake pan and bake a little longer than normal, about 25-30 minutes. Cake will rise as normal.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>When a toothpick inserted comes out clean, take it out of the oven and let cool.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Frost with fat free Cool Whip for a low calories, low fat dessert. Weight Watchers points 3.</p>', 'type': 'instruction', 'image_url': ''}]
Caramel Crispix	{"name": "Caramel Crispix"}	Pam (Brunkhorst) French		[{'amount': '2', 'unit': '', 'name': 'sticks butter', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'Karo syrup', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'cups', 'name': 'brown sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'tsp', 'name': 'baking soda', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '17.5 oz', 'name': 'box Crispix cereal', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Combine in a saucepan the butter, Karo syrup and brown sugar. Bring to a boil and boil for 2 minutes.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Remove from heat and stir in baking soda. Stir well. Pour mixture over cereal. Coat well.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Put in a paper bag and microwave for 2 minutes.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Remove, mix gently and microwave an additional 1½ minutes. Pour onto the cookie rack to cool.</p>', 'type': 'instruction', 'image_url': ''}]
Caramel Party Mix	{"name": "Caramel Party Mix"}	Katie Weigel	<p>AMISH CASHEW BRITTLE</p><p>Katie Brunkhorst</p>	[{'amount': '1', 'unit': '12 oz', 'name': 'box Rice Chex', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '12 oz', 'name': 'box Corn Chex', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '12 oz', 'name': 'box Crispix', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'lb', 'name': 'or more mixed nuts', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'lb', 'name': 'butter', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'lb', 'name': 'brown sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'white syrup', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tsp', 'name': 'salt', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'butter', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'tbsp', 'name': 'light Karo syrup', 'notes': '', 'type': 'ingredient'}, {'amount': '1½', 'unit': 'cup', 'name': 'cashew pieces', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tsp', 'name': 'baking powder', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Mix the cereals and nuts together and put in a roasting pan. Combine remaining ingredients and bring to a boil; simmer for 5 minutes.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Remove from heat and add 1 (tsp) vanilla. Pour over cereal mixture. Stir to coat everything.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Bake 1 hour at 200°. Cool on waxed paper. Stores well in zip lock bags and can also be frozen.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Mix the first 3 ingredients together in a heavy bottomed pan.Bring to a boil, stirring constantly. Add cashew pieces. Stir until golden brown, approximately</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>12 minutes.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Add baking soda and stir until it reaches foamy state. Pour mixture onto a greased cookie sheet with sides.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Cool and break into pieces. (Softer than regular peanut brittle.)</p>', 'type': 'instruction', 'image_url': ''}]
Christmas Balls	{"name": "Christmas Balls"}	Alicia Brunkhorst		[{'amount': '1', 'unit': 'lb', 'name': 'powdered sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '3½ oz package', 'name': 'instant pistachio pudding', 'notes': '', 'type': 'ingredient'}, {'amount': '¼', 'unit': 'cup', 'name': 'margarine or butter (softened)', 'notes': '', 'type': 'ingredient'}, {'amount': '⅓', 'unit': 'cup', 'name': 'Half-and-Half', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Combine powdered sugar and pudding mix. Add cream and butter; knead until ingredients are thoroughly mixed.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Shape into 1-inch balls. Roll into finely chopped nuts, colored sugar or colored coconut.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Store in the refrigerator. Makes about 2½ dozen.</p>', 'type': 'instruction', 'image_url': ''}]
Edible Snowflakes	{"name": "Edible Snowflakes"}	Jazimen Brunkhorst		[{'amount': '', 'unit': '', 'name': 'Flour tortillas', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Oil', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Using the same technique as cutting out paper snowflakes, make snowflake shapes out of flour tortillas.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Put a touch of oil in a frying pan and fry until the tortilla is crisp.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Top with one or more of the following: sprinkle with powdered sugar, spread with butter on one side of the tortilla, sprinkle with cinnamon and sugar.</p>', 'type': 'instruction', 'image_url': ''}]
Cookies And Cream Fudge	{"name": "Cookies And Cream Fudge"}	Alicia Brunkhorst		[{'amount': '2½', 'unit': 'cup', 'name': 'sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'butter or margarine', 'notes': '', 'type': 'ingredient'}, {'amount': '⅔', 'unit': 'cup', 'name': 'evaporated milk', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '7 oz', 'name': 'jar marshmallow cream', 'notes': '', 'type': 'ingredient'}, {'amount': '8', 'unit': '', 'name': 'oz almond bark', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tsp', 'name': 'vanilla', 'notes': '', 'type': 'ingredient'}, {'amount': '12', 'unit': '', 'name': 'Oreos (broken into bite size pieces)', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Line an 8-inch pan with buttered foil. Let hang over the edges.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>In a heavy pan, mix butter, sugar and milk. Bring to a full boil over medium heat, stirring constantly. Boil for 3 minutes.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Remove from heat and add marshmallow créme, white bark and vanilla. Blend until smooth.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Pour ½ of mixture into the pan. Put cookies on top. Pour remaining mixture on top of cookies.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Cool to room temperature until set. Lift up foil, cut and serve.</p>', 'type': 'instruction', 'image_url': ''}]
Edible Cinnamon Potpourri	{"name": "Edible Cinnamon Potpourri"}	Ann and Phil Brunkhorst	<p>Lovely displayed in an uncovered bowl as it scents the room. Also makes lovely gifts. Place in bags and decorate with curling ribbon.</p>	[{'name': 'Part 1', 'type': 'group'}, {'amount': '½', 'unit': 'lb', 'name': 'dark chocolate candy coating wafers', 'notes': '', 'type': 'ingredient'}, {'amount': '12', 'unit': '', 'name': 'red wafers candy coating', 'notes': '', 'type': 'ingredient'}, {'amount': '32', 'unit': '', 'name': 'drops cinnamon oil', 'notes': '', 'type': 'ingredient'}, {'amount': '3', 'unit': 'cups', 'name': 'Chinese noodles', 'notes': '', 'type': 'ingredient'}, {'amount': '3', 'unit': 'tbsp', 'name': 'wax crystals', 'notes': '', 'type': 'ingredient'}, {'name': 'Part 2', 'type': 'group'}, {'amount': '½', 'unit': 'lb', 'name': 'white candy coating', 'notes': '', 'type': 'ingredient'}, {'amount': '6', 'unit': '', 'name': 'pink candy coating wafers', 'notes': '', 'type': 'ingredient'}, {'amount': '32', 'unit': '', 'name': 'drops cinnamon oil', 'notes': '', 'type': 'ingredient'}, {'amount': '3', 'unit': 'cups', 'name': 'large flake coconut', 'notes': '', 'type': 'ingredient'}, {'amount': '3', 'unit': 'tbsp', 'name': 'wax crystals', 'notes': '', 'type': 'ingredient'}, {'name': 'Part 3', 'type': 'group'}, {'amount': '½', 'unit': 'lb', 'name': 'pink candy coating minus 6 wafers', 'notes': '', 'type': 'ingredient'}, {'amount': '32', 'unit': '', 'name': 'drops cinnamon oil', 'notes': '', 'type': 'ingredient'}, {'amount': '3', 'unit': 'cups', 'name': 'corn flakes', 'notes': '', 'type': 'ingredient'}, {'amount': '3', 'unit': 'tbsp', 'name': 'wax crystals', 'notes': '', 'type': 'ingredient'}, {'name': 'Part 4', 'type': 'group'}, {'amount': '½', 'unit': 'lb', 'name': 'pink candy coating', 'notes': '', 'type': 'ingredient'}, {'amount': '32', 'unit': '', 'name': 'drops cinnamon oil', 'notes': '', 'type': 'ingredient'}, {'amount': '3', 'unit': 'cups', 'name': 'Raisin Bran flakes', 'notes': '', 'type': 'ingredient'}, {'amount': '3', 'unit': 'tbsp', 'name': 'wax crystals', 'notes': '', 'type': 'ingredient'}, {'name': 'Part 5', 'type': 'group'}, {'amount': '½', 'unit': 'lb', 'name': 'white candy coating', 'notes': '', 'type': 'ingredient'}, {'amount': '32', 'unit': '', 'name': 'drops cinnamon oil', 'notes': '', 'type': 'ingredient'}, {'amount': '3', 'unit': 'cups', 'name': 'popped corn', 'notes': '', 'type': 'ingredient'}, {'amount': '3', 'unit': 'tbsp', 'name': 'wax crystals', 'notes': '', 'type': 'ingredient'}, {'name': 'Part 6', 'type': 'group'}, {'amount': '½', 'unit': 'lb', 'name': 'red candy coating minus 12 wafers', 'notes': '', 'type': 'ingredient'}, {'amount': '32', 'unit': '', 'name': 'drops cinnamon oil', 'notes': '', 'type': 'ingredient'}, {'amount': '3', 'unit': 'cups', 'name': 'Kix cereal', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'lb', 'name': 'blanched salted peanuts', 'notes': '', 'type': 'ingredient'}, {'amount': '8', 'unit': '', 'name': 'oz cinnamon red hots', 'notes': '', 'type': 'ingredient'}, {'amount': '3', 'unit': 'tbsp', 'name': 'wax crystals', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Melt each of the candy coatings with wax. (You can also microwave if careful.)</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Stir in cinnamon oil; then stir in the rest of the ingredients listed in each combination.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Pour out onto waxed paper to cool. Break cereal pieces, popcorn, flaked coconut, etc.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>When all of the crunch mixes have hardened, gently mix all together (paper bag works well).</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Add ½ (lb) blanched salted peanuts and 8 oz cinnamon red hots. (I use paraffin wax, grated.) If you dislike Raisin Bran, just use Bran Flakes.</p>', 'type': 'instruction', 'image_url': ''}]
